1,1,489.0,139.0,63.99999999999999,196.0,0.831712007522583,-1,-1,-1
1,2,398.0,148.0,103.0,212.0,0.8009259700775146,-1,-1,-1
2,1,502.9922686622178,135.5289256198347,64.65182631192816,197.73553719008265,0.8881999850273132,-1,-1,-1
2,2,408.2165531045249,146.26446280991735,103.39334007194195,213.73553719008265,0.7655442357063293,-1,-1,-1
3,1,515.1404707663816,138.04017710869357,66.2369931072751,201.91650762077523,0.8490684628486633,-1,-1,-1
3,2,422.04625841976156,145.18993305006038,104.9426566548649,219.4713155485432,0.8811740279197693,-1,-1,-1
4,1,526.7883240347862,140.4057464656799,65.75848248210096,198.6939759037805,0.86324143409729,-1,-1,-1
4,2,436.0863613080522,141.8704482138539,106.10133736846124,224.27343442495953,0.7896361947059631,-1,-1,-1
5,1,536.532474271077,140.40909923100892,68.31741280663917,204.15025216638924,0.7958433032035828,-1,-1,-1
5,2,448.1238680341674,142.97877871770777,102.49862896344037,218.4739764594547,0.7947657704353333,-1,-1,-1
6,1,543.6888724262383,141.0750781339795,69.8263725494378,207.35186716242885,0.761924147605896,-1,-1,-1
6,2,460.2789802782661,149.2200194511178,101.24078139113323,216.95016576238476,0.7448837161064148,-1,-1,-1
7,1,554.8692643170486,139.19970866126306,70.18193563688702,208.41550056900175,0.7997220158576965,-1,-1,-1
7,2,472.82413776635167,152.09155809481598,100.0009296620139,217.09201966433645,0.7357427477836609,-1,-1,-1
8,1,567.600150367243,138.47686329027715,70.58205806265673,210.75676303160452,0.811662495136261,-1,-1,-1
8,2,491.7040554419217,151.00766456441235,98.73713792047211,218.50532594954024,0.7563470005989075,-1,-1,-1
9,1,582.3523559421769,138.87302168436352,72.03298508425782,212.88946963484176,0.7819920182228088,-1,-1,-1
9,2,508.87255814542635,148.5284342950756,97.7919309400887,219.68327329450278,0.7962135672569275,-1,-1,-1
9,3,494.0,143.0,23.0,62.0,0.730338454246521,-1,-1,-1
10,1,595.2507056911056,138.34668165178263,75.6647286132345,217.6168718946348,0.7124216556549072,-1,-1,-1
10,2,528.1741036502957,147.5829436191475,98.78297279701688,222.11767032401545,0.7509291768074036,-1,-1,-1
10,3,495.02508084882714,142.13223140495867,22.685375492428317,61.13223140495868,0.6627650260925293,-1,-1,-1
10,4,232.0,139.0,68.0,174.0,0.7076780200004578,-1,-1,-1
11,1,603.5346032814361,139.4659919177106,77.27576142785033,218.65620191876897,0.6671537160873413,-1,-1,-1
11,2,541.3435814369442,152.56695183699966,96.82664687587223,217.65188878359646,0.6890274286270142,-1,-1,-1
11,3,497.030241284209,141.9839466807288,22.892484274671286,61.768118721638174,0.7185565829277039,-1,-1,-1
11,4,240.49726173523644,135.5289256198347,70.96415421547755,181.8099173553719,0.6927060484886169,-1,-1,-1
11,5,517.0,139.0,19.0,57.0,0.6801728010177612,-1,-1,-1
12,1,613.1496014073858,139.89017318340112,78.55309817647087,220.93701599062666,0.755268931388855,-1,-1,-1
12,2,550.3145129069904,152.4272570728809,96.79572113965772,217.93843336894366,0.7738385796546936,-1,-1,-1
12,3,498.9034178276514,143.47440165054326,22.703351449778257,61.21817994116205,0.7226631045341492,-1,-1,-1
12,4,251.48772215678076,136.46018426652694,70.78756635846433,181.6271959781,0.7385881543159485,-1,-1,-1
12,5,515.8299618985399,137.26446280991735,19.604539012837787,58.735537190082646,0.6899418830871582,-1,-1,-1
13,1,625.6453953311975,139.3837729917215,78.2857226734269,223.03734236606454,0.8595530986785889,-1,-1,-1
13,2,563.9207424010995,149.67914629694116,96.58217658271121,220.70893920003326,0.7822760939598083,-1,-1,-1
13,3,500.52913912930416,144.70873122594355,22.696245013732934,61.03113472173729,0.7510379552841187,-1,-1,-1
13,4,265.64220625660306,138.35658839811208,71.2415609800861,182.91861742775959,0.6645987033843994,-1,-1,-1
